Transaction ID,Date,Product ID,Product Name,Product Type,Quantity Sold,Unit Price,Total Sales Amount,Customer ID,Customer Age,Customer Gender,Customer Location,Payment Method,Discount Applied
T4003,22-03-2021,P006,Cough Drops,Medicine,2,2.5,5,C4003,41,Male,Houston,Cash,0%
T3938,23-03-2021,P017,Anti-Dandruff Shampoo,Haircare,4,14,56,C3938,64,Male,Boston,Debit Card,10%
T4200,23-03-2021,P021,Hand Sanitizer,Hygiene,4,3,12,C4200,21,Female,Denver,Credit Card,5%
T4978,23-03-2021,P001,Pain Relief Capsule,Medicine,3,10,30,C4978,26,Female,Houston,Credit Card,5%
T1948,24-03-2021,P023,Acne Treatment Gel,Skincare,2,16,32,C1948,35,Male,Denver,Cash,5%
T2681,24-03-2021,P012,Organic Face Wash,Skincare,2,10,20,C2681,43,Male,Chicago,Cash,15%
T1435,24-03-2021,P018,Moisturizing Lotion,Skincare,5,18,90,C1435,18,Male,Los Angeles,Debit Card,10%
T1297,24-03-2021,P029,Zinc Supplement,Supplement,1,10,10,C1297,35,Female,Los Angeles,Credit Card,15%
T1281,25-03-2021,P046,Sunblock Cream,Skincare,5,20,100,C1281,63,Female,New York,Debit Card,10%
T0832,25-03-2021,P016,Energy Drink,Beverage,2,5,10,C0832,43,Female,New York,Mobile Payment,0%
T1269,25-03-2021,P044,Joint Health Tablets,Supplement,2,32,64,C1269,51,Male,Seattle,Debit Card,10%
T4994,27-03-2021,P015,Protein Powder,Nutrition,4,25,100,C4994,30,Female,Chicago,Debit Card,15%
T4699,27-03-2021,P012,Organic Face Wash,Skincare,3,10,30,C4699,30,Female,Miami,Credit Card,0%
T2407,27-03-2021,P044,Joint Health Tablets,Supplement,5,32,160,C2407,45,Male,Boston,Debit Card,10%
T1806,27-03-2021,P017,Anti-Dandruff Shampoo,Haircare,4,14,56,C1806,58,Female,New York,Credit Card,0%
T0264,27-03-2021,P047,Coconut Oil,Haircare,4,12,48,C0264,29,Male,Los Angeles,Cash,5%
T3713,27-03-2021,P017,Anti-Dandruff Shampoo,Haircare,1,14,14,C3713,43,Male,Boston,Cash,0%
T1998,28-03-2021,P019,Aloe Vera Gel,Skincare,2,8,16,C1998,45,Male,Seattle,Debit Card,0%
T0090,28-03-2021,P030,Heart Health Supplement,Supplement,4,35,140,C0090,26,Female,Denver,Cash,10%
T0257,29-03-2021,P004,Anti-Allergy Cream,Skincare,1,25,25,C0257,63,Female,Los Angeles,Debit Card,5%
T1220,29-03-2021,P005,Vitamin D3 Supplement,Supplement,3,12,36,C1220,56,Female,New York,Mobile Payment,15%
T2135,29-03-2021,P022,Toothpaste,Hygiene,3,4,12,C2135,37,Male,Chicago,Cash,10%
T1296,30-03-2021,P024,Collagen Powder,Supplement,3,30,90,C1296,19,Male,Houston,Debit Card,15%
T1599,30-03-2021,P039,Nasal Spray,Medicine,1,8,8,C1599,46,Male,Houston,Credit Card,10%
T4124,30-03-2021,P048,Hydrocortisone Cream,Medicine,5,5,25,C4124,46,Male,Chicago,Cash,5%
T3121,31-03-2021,P022,Toothpaste,Hygiene,4,4,16,C3121,30,Male,Los Angeles,Mobile Payment,15%
T1279,01-04-2021,P004,Anti-Allergy Cream,Skincare,3,25,75,C1279,40,Female,San Francisco,Credit Card,10%
T4077,02-04-2021,P006,Cough Drops,Medicine,5,2.5,12.5,C4077,57,Female,Chicago,Credit Card,5%
T4849,02-04-2021,P015,Protein Powder,Nutrition,1,25,25,C4849,36,Female,Houston,Mobile Payment,0%
T4094,02-04-2021,P018,Moisturizing Lotion,Skincare,5,18,90,C4094,51,Male,Chicago,Mobile Payment,10%
T2807,02-04-2021,P019,Aloe Vera Gel,Skincare,2,8,16,C2807,41,Male,Boston,Cash,10%
T0223,03-04-2021,P018,Moisturizing Lotion,Skincare,4,18,72,C0223,56,Male,Miami,Credit Card,10%
T2448,03-04-2021,P010,Lip Balm,Skincare,3,7,21,C2448,54,Male,San Francisco,Mobile Payment,15%
T2197,03-04-2021,P044,Joint Health Tablets,Supplement,3,32,96,C2197,44,Male,San Francisco,Cash,0%
T1958,03-04-2021,P010,Lip Balm,Skincare,4,7,28,C1958,65,Female,Boston,Debit Card,10%
T2027,04-04-2021,P027,All-Purpose Ointment,Medicine,5,6,30,C2027,53,Female,San Francisco,Debit Card,5%
T0827,04-04-2021,P012,Organic Face Wash,Skincare,4,10,40,C0827,38,Male,Los Angeles,Debit Card,5%
T0445,04-04-2021,P037,Natural Deodorant,Hygiene,3,9,27,C0445,42,Male,San Francisco,Mobile Payment,15%
T0463,05-04-2021,P029,Zinc Supplement,Supplement,4,10,40,C0463,19,Male,Denver,Cash,0%
T0006,06-04-2021,P019,Aloe Vera Gel,Skincare,1,8,8,C0006,25,Male,San Francisco,Mobile Payment,10%
T3383,07-04-2021,P023,Acne Treatment Gel,Skincare,3,16,48,C3383,51,Male,Boston,Mobile Payment,5%
T1663,07-04-2021,P039,Nasal Spray,Medicine,3,8,24,C1663,26,Female,Los Angeles,Cash,5%
T1564,07-04-2021,P032,Caffeine Pills,Supplement,2,5,10,C1564,49,Male,Los Angeles,Credit Card,5%
T4929,07-04-2021,P004,Anti-Allergy Cream,Skincare,4,25,100,C4929,63,Female,Denver,Cash,10%
T1894,07-04-2021,P023,Acne Treatment Gel,Skincare,3,16,48,C1894,37,Male,Boston,Debit Card,10%
T4146,07-04-2021,P030,Heart Health Supplement,Supplement,2,35,70,C4146,57,Female,Denver,Cash,5%
T3472,08-04-2021,P039,Nasal Spray,Medicine,2,8,16,C3472,26,Female,Seattle,Debit Card,5%
T1897,10-04-2021,P015,Protein Powder,Nutrition,4,25,100,C1897,31,Male,Los Angeles,Mobile Payment,0%
T1477,10-04-2021,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C1477,33,Female,Boston,Debit Card,5%
T1025,11-04-2021,P020,Elderberry Syrup,Medicine,4,22,88,C1025,36,Male,New York,Cash,10%
T0350,11-04-2021,P023,Acne Treatment Gel,Skincare,3,16,48,C0350,27,Male,San Francisco,Debit Card,10%
T2463,11-04-2021,P045,Vitamin C Serum,Skincare,3,25,75,C2463,56,Male,San Francisco,Mobile Payment,10%
T2474,11-04-2021,P005,Vitamin D3 Supplement,Supplement,1,12,12,C2474,48,Female,Miami,Cash,10%
T4691,12-04-2021,P034,Hair Growth Serum,Haircare,4,28,112,C4691,53,Female,Boston,Mobile Payment,0%
T4975,13-04-2021,P049,Antifungal Powder,Medicine,2,10,20,C4975,49,Male,Denver,Mobile Payment,0%
T3842,14-04-2021,P021,Hand Sanitizer,Hygiene,5,3,15,C3842,18,Male,Miami,Mobile Payment,10%
T3398,14-04-2021,P001,Pain Relief Capsule,Medicine,2,10,20,C3398,20,Male,Boston,Credit Card,10%
T0702,14-04-2021,P044,Joint Health Tablets,Supplement,5,32,160,C0702,60,Male,Miami,Cash,10%
T1333,14-04-2021,P050,Ear Drops,Medicine,5,6,30,C1333,21,Male,San Francisco,Mobile Payment,5%
T0250,14-04-2021,P042,Green Tea Capsules,Supplement,1,10,10,C0250,54,Male,New York,Cash,5%
T3097,14-04-2021,P006,Cough Drops,Medicine,4,2.5,10,C3097,54,Male,Los Angeles,Credit Card,15%
T0096,15-04-2021,P034,Hair Growth Serum,Haircare,2,28,56,C0096,18,Female,Seattle,Cash,15%
T1781,15-04-2021,P013,Probiotic Supplement,Supplement,3,20,60,C1781,55,Female,Houston,Mobile Payment,15%
T0972,15-04-2021,P017,Anti-Dandruff Shampoo,Haircare,4,14,56,C0972,38,Male,Boston,Mobile Payment,0%
T1731,15-04-2021,P030,Heart Health Supplement,Supplement,4,35,140,C1731,34,Female,Seattle,Debit Card,5%
T1974,16-04-2021,P031,Hydration Powder,Nutrition,1,7,7,C1974,41,Female,Los Angeles,Credit Card,15%
T4601,16-04-2021,P008,Fish Oil Capsules,Supplement,2,18,36,C4601,28,Male,Houston,Mobile Payment,10%
T2574,16-04-2021,P018,Moisturizing Lotion,Skincare,4,18,72,C2574,52,Male,New York,Mobile Payment,10%
T0296,17-04-2021,P037,Natural Deodorant,Hygiene,2,9,18,C0296,32,Male,Denver,Credit Card,5%
T3237,17-04-2021,P027,All-Purpose Ointment,Medicine,1,6,6,C3237,30,Female,Los Angeles,Mobile Payment,0%
T1852,17-04-2021,P031,Hydration Powder,Nutrition,4,7,28,C1852,62,Male,Houston,Debit Card,10%
T0657,18-04-2021,P029,Zinc Supplement,Supplement,3,10,30,C0657,46,Female,Boston,Credit Card,0%
T4968,18-04-2021,P006,Cough Drops,Medicine,5,2.5,12.5,C4968,52,Female,Chicago,Debit Card,15%
T0711,19-04-2021,P028,Omega-3 Capsules,Supplement,1,22,22,C0711,38,Female,Denver,Cash,0%
T0641,20-04-2021,P018,Moisturizing Lotion,Skincare,3,18,54,C0641,26,Male,San Francisco,Debit Card,0%
T3349,21-04-2021,P046,Sunblock Cream,Skincare,2,20,40,C3349,21,Male,Miami,Debit Card,5%
T0071,22-04-2021,P032,Caffeine Pills,Supplement,4,5,20,C0071,51,Female,San Francisco,Debit Card,5%
T3767,23-04-2021,P034,Hair Growth Serum,Haircare,5,28,140,C3767,41,Male,Chicago,Credit Card,15%
T4706,23-04-2021,P005,Vitamin D3 Supplement,Supplement,3,12,36,C4706,47,Female,Boston,Cash,15%
T2989,23-04-2021,P048,Hydrocortisone Cream,Medicine,2,5,10,C2989,38,Male,San Francisco,Mobile Payment,0%
T3819,24-04-2021,P002,Multivitamin Tablet,Supplement,1,15,15,C3819,35,Male,Denver,Cash,15%
T3587,24-04-2021,P020,Elderberry Syrup,Medicine,5,22,110,C3587,31,Female,Houston,Debit Card,10%
T1325,25-04-2021,P036,Tea Tree Oil,Skincare,1,12,12,C1325,39,Female,Seattle,Mobile Payment,0%
T3044,25-04-2021,P007,Diabetic Test Strips,Medical Equipment,2,50,100,C3044,63,Male,Boston,Credit Card,5%
T0806,25-04-2021,P031,Hydration Powder,Nutrition,2,7,14,C0806,32,Male,Chicago,Mobile Payment,0%
T3822,26-04-2021,P036,Tea Tree Oil,Skincare,3,12,36,C3822,26,Female,San Francisco,Mobile Payment,15%
T0930,26-04-2021,P003,Cold Syrup,Medicine,1,8,8,C0930,60,Female,Chicago,Debit Card,5%
T1674,27-04-2021,P013,Probiotic Supplement,Supplement,5,20,100,C1674,40,Male,Denver,Debit Card,5%
T2074,28-04-2021,P047,Coconut Oil,Haircare,5,12,60,C2074,45,Female,Los Angeles,Credit Card,10%
T3850,28-04-2021,P024,Collagen Powder,Supplement,2,30,60,C3850,44,Male,Miami,Debit Card,0%
T0424,29-04-2021,P031,Hydration Powder,Nutrition,4,7,28,C0424,43,Female,Seattle,Mobile Payment,15%
T3524,29-04-2021,P049,Antifungal Powder,Medicine,4,10,40,C3524,43,Female,Miami,Mobile Payment,15%
T2017,29-04-2021,P014,Calcium Tablets,Supplement,5,15,75,C2017,53,Male,Miami,Mobile Payment,15%
T0769,30-04-2021,P002,Multivitamin Tablet,Supplement,1,15,15,C0769,56,Female,San Francisco,Debit Card,10%
T1946,30-04-2021,P034,Hair Growth Serum,Haircare,3,28,84,C1946,29,Male,Seattle,Credit Card,0%
T0289,01-05-2021,P010,Lip Balm,Skincare,1,7,7,C0289,31,Male,New York,Credit Card,15%
T0153,01-05-2021,P041,Digestive Enzymes,Supplement,1,18,18,C0153,55,Male,New York,Cash,15%
T1101,02-05-2021,P012,Organic Face Wash,Skincare,1,10,10,C1101,58,Female,Boston,Mobile Payment,5%
T2498,02-05-2021,P019,Aloe Vera Gel,Skincare,1,8,8,C2498,49,Male,Denver,Credit Card,15%
T3611,02-05-2021,P006,Cough Drops,Medicine,5,2.5,12.5,C3611,46,Female,Boston,Cash,5%
T2018,02-05-2021,P045,Vitamin C Serum,Skincare,1,25,25,C2018,31,Female,San Francisco,Debit Card,15%
T3386,04-05-2021,P002,Multivitamin Tablet,Supplement,2,15,30,C3386,65,Male,Los Angeles,Mobile Payment,10%
T1000,04-05-2021,P027,All-Purpose Ointment,Medicine,2,6,12,C1000,36,Female,Denver,Mobile Payment,10%
T0749,04-05-2021,P008,Fish Oil Capsules,Supplement,2,18,36,C0749,55,Male,Miami,Mobile Payment,15%
T3273,05-05-2021,P035,Anti-Wrinkle Cream,Skincare,3,45,135,C3273,60,Male,Chicago,Cash,10%
T4770,05-05-2021,P040,Hair Conditioner,Haircare,4,13,52,C4770,58,Male,Los Angeles,Mobile Payment,0%
T0085,05-05-2021,P038,Liver Health Supplement,Supplement,3,20,60,C0085,44,Male,New York,Mobile Payment,10%
T0722,06-05-2021,P030,Heart Health Supplement,Supplement,3,35,105,C0722,20,Male,Chicago,Debit Card,0%
T0354,06-05-2021,P015,Protein Powder,Nutrition,3,25,75,C0354,18,Female,Chicago,Mobile Payment,0%
T2319,07-05-2021,P011,Herbal Shampoo,Haircare,3,12,36,C2319,20,Female,Boston,Debit Card,15%
T4592,07-05-2021,P034,Hair Growth Serum,Haircare,2,28,56,C4592,51,Female,Seattle,Cash,10%
T1686,08-05-2021,P024,Collagen Powder,Supplement,2,30,60,C1686,19,Female,New York,Mobile Payment,5%
T1957,08-05-2021,P025,Eye Drops,Medicine,4,12,48,C1957,26,Male,Boston,Debit Card,10%
T2402,08-05-2021,P017,Anti-Dandruff Shampoo,Haircare,3,14,42,C2402,32,Female,Denver,Cash,0%
T3835,09-05-2021,P044,Joint Health Tablets,Supplement,3,32,96,C3835,44,Male,Los Angeles,Mobile Payment,0%
T0879,09-05-2021,P014,Calcium Tablets,Supplement,2,15,30,C0879,21,Male,Miami,Mobile Payment,15%
T1866,09-05-2021,P016,Energy Drink,Beverage,1,5,5,C1866,45,Male,Miami,Credit Card,5%
T2174,09-05-2021,P041,Digestive Enzymes,Supplement,4,18,72,C2174,37,Male,San Francisco,Debit Card,10%
T3047,10-05-2021,P032,Caffeine Pills,Supplement,1,5,5,C3047,18,Female,New York,Mobile Payment,5%
T4995,10-05-2021,P029,Zinc Supplement,Supplement,2,10,20,C4995,33,Male,San Francisco,Cash,10%
T3706,11-05-2021,P040,Hair Conditioner,Haircare,3,13,39,C3706,31,Female,Boston,Debit Card,5%
T3123,11-05-2021,P029,Zinc Supplement,Supplement,2,10,20,C3123,46,Male,Los Angeles,Cash,5%
T1596,13-05-2021,P025,Eye Drops,Medicine,3,12,36,C1596,47,Male,San Francisco,Credit Card,5%
T1046,13-05-2021,P017,Anti-Dandruff Shampoo,Haircare,3,14,42,C1046,53,Female,Houston,Mobile Payment,0%
T3813,15-05-2021,P041,Digestive Enzymes,Supplement,2,18,36,C3813,34,Male,New York,Cash,5%
T3683,15-05-2021,P003,Cold Syrup,Medicine,5,8,40,C3683,18,Female,Seattle,Cash,15%
T4807,16-05-2021,P050,Ear Drops,Medicine,4,6,24,C4807,62,Female,Denver,Debit Card,15%
T2413,16-05-2021,P049,Antifungal Powder,Medicine,3,10,30,C2413,37,Male,Seattle,Debit Card,0%
T2909,16-05-2021,P030,Heart Health Supplement,Supplement,2,35,70,C2909,59,Male,Miami,Mobile Payment,0%
T0038,17-05-2021,P009,Antibacterial Handwash,Hygiene,1,5,5,C0038,20,Female,San Francisco,Cash,5%
T3857,18-05-2021,P033,Foot Cream,Skincare,5,15,75,C3857,52,Female,Houston,Credit Card,0%
T3105,18-05-2021,P029,Zinc Supplement,Supplement,4,10,40,C3105,64,Female,Los Angeles,Credit Card,0%
T2274,19-05-2021,P005,Vitamin D3 Supplement,Supplement,4,12,48,C2274,44,Female,San Francisco,Cash,15%
T4168,19-05-2021,P045,Vitamin C Serum,Skincare,4,25,100,C4168,29,Female,Chicago,Credit Card,15%
T4942,20-05-2021,P023,Acne Treatment Gel,Skincare,3,16,48,C4942,55,Female,Miami,Credit Card,15%
T3161,20-05-2021,P041,Digestive Enzymes,Supplement,3,18,54,C3161,35,Female,Denver,Cash,0%
T2014,22-05-2021,P032,Caffeine Pills,Supplement,4,5,20,C2014,46,Female,Boston,Cash,10%
T2492,22-05-2021,P018,Moisturizing Lotion,Skincare,2,18,36,C2492,56,Male,San Francisco,Debit Card,10%
T4596,22-05-2021,P028,Omega-3 Capsules,Supplement,2,22,44,C4596,19,Male,New York,Mobile Payment,10%
T4655,22-05-2021,P042,Green Tea Capsules,Supplement,3,10,30,C4655,38,Male,Miami,Credit Card,5%
T1327,22-05-2021,P013,Probiotic Supplement,Supplement,1,20,20,C1327,60,Male,San Francisco,Debit Card,10%
T4004,23-05-2021,P027,All-Purpose Ointment,Medicine,1,6,6,C4004,41,Male,San Francisco,Mobile Payment,10%
T2336,23-05-2021,P031,Hydration Powder,Nutrition,3,7,21,C2336,39,Male,Los Angeles,Mobile Payment,0%
T0260,23-05-2021,P017,Anti-Dandruff Shampoo,Haircare,5,14,70,C0260,29,Female,Denver,Credit Card,15%
T4341,23-05-2021,P033,Foot Cream,Skincare,5,15,75,C4341,37,Male,Seattle,Credit Card,15%
T0193,24-05-2021,P043,Pain Relief Patch,Medicine,2,7,14,C0193,21,Female,Houston,Credit Card,0%
T3834,25-05-2021,P001,Pain Relief Capsule,Medicine,5,10,50,C3834,37,Female,Los Angeles,Debit Card,0%
T0304,26-05-2021,P038,Liver Health Supplement,Supplement,4,20,80,C0304,33,Male,San Francisco,Credit Card,15%
T4458,26-05-2021,P026,Muscle Relaxant Cream,Medicine,3,25,75,C4458,65,Male,Los Angeles,Debit Card,10%
T0068,27-05-2021,P022,Toothpaste,Hygiene,3,4,12,C0068,58,Female,San Francisco,Mobile Payment,5%
T2312,27-05-2021,P015,Protein Powder,Nutrition,2,25,50,C2312,21,Female,Denver,Credit Card,0%
T0313,28-05-2021,P049,Antifungal Powder,Medicine,2,10,20,C0313,54,Male,Chicago,Mobile Payment,0%
T4435,28-05-2021,P034,Hair Growth Serum,Haircare,2,28,56,C4435,41,Male,Houston,Debit Card,0%
T3884,28-05-2021,P022,Toothpaste,Hygiene,1,4,4,C3884,56,Male,Denver,Mobile Payment,0%
T2039,28-05-2021,P047,Coconut Oil,Haircare,4,12,48,C2039,52,Male,Denver,Cash,15%
T3578,28-05-2021,P032,Caffeine Pills,Supplement,5,5,25,C3578,56,Female,San Francisco,Credit Card,5%
T1506,29-05-2021,P005,Vitamin D3 Supplement,Supplement,5,12,60,C1506,65,Male,Houston,Mobile Payment,5%
T4129,29-05-2021,P034,Hair Growth Serum,Haircare,1,28,28,C4129,38,Male,Denver,Debit Card,10%
T4825,30-05-2021,P035,Anti-Wrinkle Cream,Skincare,2,45,90,C4825,41,Male,Boston,Credit Card,5%
T0648,30-05-2021,P004,Anti-Allergy Cream,Skincare,5,25,125,C0648,19,Male,New York,Debit Card,10%
T2081,30-05-2021,P026,Muscle Relaxant Cream,Medicine,4,25,100,C2081,49,Female,Denver,Credit Card,10%
T3838,30-05-2021,P045,Vitamin C Serum,Skincare,1,25,25,C3838,61,Male,New York,Credit Card,5%
T3761,30-05-2021,P043,Pain Relief Patch,Medicine,1,7,7,C3761,39,Male,Miami,Cash,5%
T4021,31-05-2021,P014,Calcium Tablets,Supplement,2,15,30,C4021,42,Male,San Francisco,Debit Card,0%
T2627,31-05-2021,P006,Cough Drops,Medicine,1,2.5,2.5,C2627,51,Female,Miami,Mobile Payment,15%
T4457,31-05-2021,P005,Vitamin D3 Supplement,Supplement,1,12,12,C4457,35,Female,Houston,Debit Card,10%
T4636,31-05-2021,P029,Zinc Supplement,Supplement,3,10,30,C4636,62,Male,Houston,Credit Card,15%
T0136,01-06-2021,P045,Vitamin C Serum,Skincare,2,25,50,C0136,61,Male,Los Angeles,Cash,10%
T2320,03-06-2021,P031,Hydration Powder,Nutrition,2,7,14,C2320,20,Female,San Francisco,Debit Card,5%
T0655,04-06-2021,P014,Calcium Tablets,Supplement,5,15,75,C0655,61,Male,San Francisco,Cash,5%
T3940,04-06-2021,P001,Pain Relief Capsule,Medicine,4,10,40,C3940,19,Male,Chicago,Credit Card,0%
T1286,04-06-2021,P005,Vitamin D3 Supplement,Supplement,5,12,60,C1286,36,Male,Los Angeles,Mobile Payment,10%
T1112,04-06-2021,P013,Probiotic Supplement,Supplement,5,20,100,C1112,50,Female,Seattle,Debit Card,15%
T3109,04-06-2021,P027,All-Purpose Ointment,Medicine,2,6,12,C3109,30,Female,Houston,Mobile Payment,10%
T4455,06-06-2021,P010,Lip Balm,Skincare,5,7,35,C4455,19,Male,Denver,Cash,15%
T0712,06-06-2021,P035,Anti-Wrinkle Cream,Skincare,5,45,225,C0712,34,Male,Denver,Mobile Payment,0%
T2482,06-06-2021,P018,Moisturizing Lotion,Skincare,1,18,18,C2482,36,Male,Denver,Cash,0%
T0558,07-06-2021,P026,Muscle Relaxant Cream,Medicine,5,25,125,C0558,39,Female,Miami,Mobile Payment,15%
T0231,07-06-2021,P028,Omega-3 Capsules,Supplement,3,22,66,C0231,56,Male,Seattle,Mobile Payment,10%
T4069,08-06-2021,P038,Liver Health Supplement,Supplement,2,20,40,C4069,45,Female,Miami,Mobile Payment,15%
T4696,08-06-2021,P025,Eye Drops,Medicine,1,12,12,C4696,61,Female,Denver,Cash,15%
T0563,08-06-2021,P016,Energy Drink,Beverage,1,5,5,C0563,18,Male,Los Angeles,Mobile Payment,10%
T2500,08-06-2021,P025,Eye Drops,Medicine,3,12,36,C2500,48,Male,Boston,Credit Card,5%
T0212,10-06-2021,P046,Sunblock Cream,Skincare,3,20,60,C0212,58,Male,San Francisco,Mobile Payment,10%
T1075,10-06-2021,P022,Toothpaste,Hygiene,3,4,12,C1075,36,Male,New York,Credit Card,15%
T4693,11-06-2021,P034,Hair Growth Serum,Haircare,1,28,28,C4693,32,Male,Miami,Mobile Payment,10%
T1388,11-06-2021,P027,All-Purpose Ointment,Medicine,5,6,30,C1388,61,Male,San Francisco,Cash,0%
T4037,11-06-2021,P026,Muscle Relaxant Cream,Medicine,3,25,75,C4037,18,Male,San Francisco,Debit Card,15%
T4700,13-06-2021,P010,Lip Balm,Skincare,4,7,28,C4700,60,Female,Denver,Credit Card,0%
T1609,13-06-2021,P037,Natural Deodorant,Hygiene,2,9,18,C1609,34,Male,Boston,Cash,0%
T1039,14-06-2021,P045,Vitamin C Serum,Skincare,1,25,25,C1039,56,Female,Miami,Debit Card,10%
T2354,15-06-2021,P035,Anti-Wrinkle Cream,Skincare,4,45,180,C2354,58,Female,San Francisco,Mobile Payment,15%
T2178,16-06-2021,P044,Joint Health Tablets,Supplement,4,32,128,C2178,46,Male,Denver,Debit Card,5%
T4548,16-06-2021,P032,Caffeine Pills,Supplement,2,5,10,C4548,58,Male,San Francisco,Debit Card,10%
T4748,17-06-2021,P046,Sunblock Cream,Skincare,3,20,60,C4748,33,Male,Houston,Cash,5%
T3152,18-06-2021,P006,Cough Drops,Medicine,3,2.5,7.5,C3152,44,Female,New York,Cash,5%
T3682,18-06-2021,P008,Fish Oil Capsules,Supplement,3,18,54,C3682,55,Male,Miami,Mobile Payment,10%
T0894,18-06-2021,P045,Vitamin C Serum,Skincare,5,25,125,C0894,21,Female,Los Angeles,Debit Card,10%
T4685,19-06-2021,P020,Elderberry Syrup,Medicine,5,22,110,C4685,49,Male,New York,Credit Card,5%
T4982,19-06-2021,P044,Joint Health Tablets,Supplement,3,32,96,C4982,24,Male,New York,Mobile Payment,10%
T0846,19-06-2021,P020,Elderberry Syrup,Medicine,2,22,44,C0846,55,Female,Seattle,Credit Card,5%
T2988,19-06-2021,P047,Coconut Oil,Haircare,1,12,12,C2988,40,Female,Los Angeles,Mobile Payment,5%
T4196,19-06-2021,P038,Liver Health Supplement,Supplement,4,20,80,C4196,34,Male,Denver,Debit Card,10%
T3968,19-06-2021,P011,Herbal Shampoo,Haircare,2,12,24,C3968,42,Female,Houston,Cash,5%
T0951,19-06-2021,P031,Hydration Powder,Nutrition,4,7,28,C0951,58,Female,Miami,Cash,0%
T3885,21-06-2021,P015,Protein Powder,Nutrition,5,25,125,C3885,31,Male,Miami,Mobile Payment,10%
T0885,21-06-2021,P049,Antifungal Powder,Medicine,5,10,50,C0885,61,Male,Los Angeles,Credit Card,0%
T3006,21-06-2021,P023,Acne Treatment Gel,Skincare,1,16,16,C3006,65,Male,Houston,Debit Card,5%
T2156,21-06-2021,P043,Pain Relief Patch,Medicine,4,7,28,C2156,19,Female,Miami,Debit Card,0%
T1768,21-06-2021,P045,Vitamin C Serum,Skincare,3,25,75,C1768,40,Male,Miami,Cash,0%
T1666,21-06-2021,P004,Anti-Allergy Cream,Skincare,5,25,125,C1666,47,Female,New York,Credit Card,5%
T1652,23-06-2021,P022,Toothpaste,Hygiene,2,4,8,C1652,52,Female,Denver,Mobile Payment,15%
T3521,23-06-2021,P041,Digestive Enzymes,Supplement,5,18,90,C3521,24,Female,Denver,Mobile Payment,5%
T0114,23-06-2021,P046,Sunblock Cream,Skincare,4,20,80,C0114,54,Male,New York,Cash,15%
T0052,23-06-2021,P001,Pain Relief Capsule,Medicine,1,10,10,C0052,37,Female,Denver,Credit Card,15%
T4956,24-06-2021,P025,Eye Drops,Medicine,4,12,48,C4956,63,Male,San Francisco,Mobile Payment,0%
T3669,24-06-2021,P050,Ear Drops,Medicine,3,6,18,C3669,32,Male,Chicago,Cash,15%
T3113,25-06-2021,P017,Anti-Dandruff Shampoo,Haircare,3,14,42,C3113,58,Female,Chicago,Debit Card,5%
T4774,25-06-2021,P041,Digestive Enzymes,Supplement,4,18,72,C4774,47,Female,Los Angeles,Credit Card,10%
T1071,25-06-2021,P026,Muscle Relaxant Cream,Medicine,5,25,125,C1071,61,Male,New York,Credit Card,5%
T3539,25-06-2021,P002,Multivitamin Tablet,Supplement,2,15,30,C3539,23,Male,Seattle,Cash,0%
T3310,25-06-2021,P039,Nasal Spray,Medicine,1,8,8,C3310,20,Male,Seattle,Credit Card,15%
T2676,26-06-2021,P035,Anti-Wrinkle Cream,Skincare,4,45,180,C2676,24,Male,Denver,Cash,0%
T1782,27-06-2021,P021,Hand Sanitizer,Hygiene,3,3,9,C1782,56,Male,Los Angeles,Credit Card,0%
T1016,27-06-2021,P043,Pain Relief Patch,Medicine,5,7,35,C1016,22,Male,Miami,Cash,10%
T2394,28-06-2021,P041,Digestive Enzymes,Supplement,3,18,54,C2394,52,Female,Boston,Debit Card,5%
T0696,28-06-2021,P031,Hydration Powder,Nutrition,1,7,7,C0696,64,Male,San Francisco,Cash,15%
T3796,28-06-2021,P030,Heart Health Supplement,Supplement,4,35,140,C3796,65,Female,Chicago,Mobile Payment,10%
T4760,29-06-2021,P030,Heart Health Supplement,Supplement,4,35,140,C4760,56,Female,Seattle,Debit Card,0%
T2821,30-06-2021,P011,Herbal Shampoo,Haircare,2,12,24,C2821,54,Female,Boston,Credit Card,10%
T1790,30-06-2021,P035,Anti-Wrinkle Cream,Skincare,1,45,45,C1790,52,Male,Seattle,Credit Card,5%
T0165,30-06-2021,P002,Multivitamin Tablet,Supplement,2,15,30,C0165,44,Male,New York,Mobile Payment,10%
T4729,01-07-2021,P037,Natural Deodorant,Hygiene,2,9,18,C4729,51,Female,Miami,Debit Card,15%
T3750,02-07-2021,P021,Hand Sanitizer,Hygiene,4,3,12,C3750,23,Female,Boston,Debit Card,0%
T3996,03-07-2021,P016,Energy Drink,Beverage,4,5,20,C3996,65,Male,Houston,Credit Card,15%
T4931,05-07-2021,P013,Probiotic Supplement,Supplement,3,20,60,C4931,60,Male,Chicago,Debit Card,5%
T0634,05-07-2021,P037,Natural Deodorant,Hygiene,4,9,36,C0634,18,Female,Denver,Credit Card,5%
T4372,06-07-2021,P011,Herbal Shampoo,Haircare,3,12,36,C4372,27,Female,New York,Debit Card,15%
T2912,06-07-2021,P018,Moisturizing Lotion,Skincare,5,18,90,C2912,31,Male,Denver,Cash,10%
T2220,07-07-2021,P002,Multivitamin Tablet,Supplement,4,15,60,C2220,31,Male,Boston,Debit Card,10%
